AutoLeadID,leadcreationmonth,leadcreationday,actionableminute,attemptedcontactminute,adjustedattemptedcontactminute,actualcontactminute,firstappointmentday,firstappointmentconfirmationday,appointments,leadage,hasSalesRepEmail,hasSalesRepCall,hasCustomerReplyEmail,hasAutoResponderEmail,firstsalesrepemailday,firstsalesrepcallday,visits,firstvisitday,lastvisitday,pricechanges,firstpricechangeday,lastpricechangeday,Sold
171274362,1,15,0,0,0,0,0,648,0,0,0,1,0,0,932060,0,0,648,648,0,0,0,Sold
171277638,1,15,0,4,4,1579,2,2,1,2,1,1,0,1,7,4,1,2,2,0,0,462,Sold
171278833,1,15,0,123,123,252851,0,648,0,2,1,1,1,1,123,1056,1,2,2,1,1,367,Sold
171287817,1,15,0,932019,932019,932019,0,648,0,648,0,0,0,0,932019,932019,0,648,648,0,0,0,Active
171288092,1,15,0,5,5,832106,0,648,0,648,1,1,0,1,69,5,0,648,648,0,0,477,Active
171288134,1,15,0,1,1,932016,0,648,0,648,1,1,0,1,12,1,0,648,648,0,0,641,Active
171288266,1,15,0,10,10,11,0,648,0,0,0,1,0,1,932015,10,1,1,1,0,0,1,Sold
171288856,1,15,0,16,16,92188,-948,65,2,65,0,1,0,1,932009,16,0,648,648,0,0,141,Sold
171288858,1,15,0,19,19,315304,55,145,2,145,1,1,1,1,116681,19,1,53,53,0,0,249,Sold
171288965,1,15,0,22,22,85854,-5,-6,1,88,0,1,0,1,932009,22,0,648,648,0,0,122,Sold
171289755,1,15,861,857,-4,932002,0,648,0,648,1,1,1,1,857,970,0,648,648,0,0,639,Active
171290767,1,15,0,3,3,3,1,1,1,1,1,1,0,1,1259,3,1,1,1,0,0,366,Sold
171291487,1,15,0,931986,931986,931986,0,648,0,648,0,0,0,0,931986,931986,0,648,648,0,0,0,Active
171292767,1,16,0,24,24,28,0,643,3,0,1,1,0,1,24,28,2,0,4,0,0,639,Sold
171293258,1,16,0,931969,931969,931969,0,647,0,647,0,0,0,0,931969,931969,0,647,647,0,0,0,Active
171295521,1,16,0,84,84,118057,0,647,0,81,1,1,1,1,86,84,0,647,647,1,0,87,Sold
171295834,1,16,0,2,2,12668,0,647,0,40,1,1,1,1,2,3,1,41,41,0,0,53,Sold
171296257,1,16,0,941,941,942,1,647,1,1,1,1,0,1,942,941,1,1,1,0,0,62,Sold
171296595,1,16,0,847,847,848,1,647,1,3,1,1,0,0,122379,847,0,647,647,0,0,85,Sold
171296597,1,16,0,68,68,1352,1,647,2,1,1,1,0,1,69,68,1,1,1,0,0,370,Sold
171296720,1,16,0,974,974,975,0,647,0,102,1,1,0,0,1163,974,0,647,647,0,0,89,Sold
171297849,1,16,0,18,18,8138,3,647,1,4,1,1,1,1,20,18,1,4,4,0,0,6,Sold
171299478,1,16,0,0,0,29736,0,647,0,19,1,1,1,1,0,789,1,19,19,0,0,567,Sold
171302413,1,16,748,965,217,37,0,647,0,4,1,1,1,1,996,1060,2,0,3,0,0,189,Sold
171303222,1,16,704,145,-559,6811,0,647,0,647,1,1,0,1,145,742,1,1,1,0,0,473,Active
171304041,1,16,690,931831,931141,931831,0,647,0,647,0,0,0,0,931831,931831,0,647,647,0,0,0,Active
171304238,1,16,687,7,-680,1122,0,647,2,4,1,1,0,1,688,7,2,3,4,0,0,551,Sold
171305232,1,16,0,931810,931810,0,0,647,0,-1,0,0,0,0,931810,931810,0,647,647,0,0,0,Sold
171306602,1,16,0,6,6,7,0,647,0,0,0,1,0,1,931785,6,1,0,0,0,0,547,Sold
171306634,1,16,614,9,-605,931785,0,647,0,647,1,1,0,1,9,734,0,647,647,0,0,313,Active
171306995,1,16,637,634,-3,931778,0,647,0,647,1,0,1,1,634,931778,0,647,647,0,0,639,Active
171326822,1,16,0,9,9,176846,126,647,1,126,1,1,1,1,9,1204,3,93,126,0,0,491,Sold
171334523,1,16,615,617,2,6583,1,1,2,4,1,1,1,1,648,617,0,647,647,0,0,377,Sold
171343655,1,16,609,931750,931141,931750,0,647,0,647,0,0,0,0,931750,931750,0,647,647,0,0,0,Active
171401723,1,16,780,743,-37,931711,0,647,0,647,1,1,0,1,751,743,0,647,647,0,0,639,Active
171437785,1,16,0,6,6,1161,1,647,1,1,1,1,1,1,6,12542,1,1,1,0,0,8,Sold
171499694,1,16,502,503,1,6512,4,647,2,6,1,1,0,1,504,503,1,5,5,0,0,371,Sold
171522545,1,16,517,519,2,1087,1,647,1,1,1,1,0,1,519,532,1,1,1,0,0,1,Sold
171590187,1,16,473,473,0,14,1,647,1,1,1,1,1,1,473,488,1,1,1,1,0,1,Sold
171618421,1,16,426,931567,931141,931567,0,647,0,647,0,0,0,0,931567,931567,0,647,647,0,0,0,Active
171636699,1,16,594,615,21,54394,1,647,1,4,1,1,1,1,615,928,2,3,4,0,0,492,Sold
171693181,1,16,305,297,-8,1872,2,647,2,647,1,1,0,1,297,1872,0,647,647,0,0,620,Active
171697864,1,16,147,318,171,22,0,647,1,0,0,1,1,1,931228,318,0,647,647,0,0,456,Sold
171698888,1,16,82,336,254,2092,0,647,0,0,0,0,0,0,931193,931193,1,0,0,0,0,0,Sold
171700086,1,16,78,50454,50376,50455,35,35,1,53,0,1,0,1,931159,50454,1,52,52,0,13,237,Sold
171700523,1,16,0,40,40,41,0,647,0,647,1,1,0,0,123,40,0,647,647,0,0,341,Active
171702071,1,16,0,18,18,80,0,647,0,0,1,1,0,1,18,1481,0,647,647,0,0,365,Sold
171704085,1,16,31,474,443,265567,0,647,1,0,1,1,1,1,1565,4813,1,0,0,0,0,257,Sold
171708004,1,16,0,5,5,931072,-1101,-1101,1,647,1,1,0,1,5,1903,0,647,647,0,0,543,Active
171708054,1,16,0,0,0,867856,714,647,1,647,1,1,1,0,0,0,0,647,647,0,0,615,Active
171709364,1,16,0,2,2,85998,0,647,0,647,1,1,1,1,9,2,0,647,647,0,0,616,Active
171709671,1,16,0,3,3,5971,0,647,0,8,1,1,1,1,3,57,1,0,0,0,0,99,Sold
171709937,1,16,0,1926,1926,6289,0,647,0,647,1,1,0,1,6290,1926,0,647,647,0,0,365,Active
171710306,1,16,0,22,22,167340,69,647,1,85,1,1,1,1,26,22,0,647,647,0,0,454,Sold
171715602,1,16,0,4,4,874853,0,647,0,647,1,1,1,0,4,5,0,647,647,0,0,608,Active
171716813,1,16,0,5,5,7163,0,647,0,647,1,1,0,1,9,5,0,647,647,0,0,607,Active
171716843,1,16,0,27,27,351474,0,647,0,647,1,1,0,1,31,27,0,647,647,0,0,458,Active
171716883,1,16,0,8,8,206,1,1,1,1,1,1,1,1,47,8,0,647,647,0,0,0,Sold
171717069,1,16,0,62,62,63,0,82,2,83,1,1,0,1,64,62,2,82,83,0,0,83,Sold
171718621,1,16,0,930998,930998,930998,0,647,0,647,0,0,0,0,930998,930998,0,647,647,0,0,0,Active
171721091,1,16,0,930985,930985,930985,0,647,0,647,0,0,0,0,930985,930985,0,647,647,0,0,0,Active
171721439,1,16,0,-1,-1,0,0,647,0,0,0,1,0,0,930981,1334,1,0,0,0,1,36,Sold
171722335,1,16,0,6,6,6127,0,647,0,0,1,1,1,1,6,4225,0,647,647,0,0,640,Sold
171726831,1,16,0,1752,1752,930933,1,1,1,1,0,0,0,0,930933,930933,1,1,1,0,0,0,Sold
171727350,1,16,0,930928,930928,930928,0,647,0,647,0,0,0,0,930928,930928,0,647,647,0,0,0,Active
171728607,1,16,0,21,21,11382,0,647,0,3,1,1,1,1,21,7021,0,647,647,0,0,588,Sold
171731536,1,16,0,23,23,4665,4,4,2,16,1,1,0,1,1707,23,2,4,16,0,0,76,Sold
171732161,1,16,0,15,15,16,0,647,1,0,0,1,0,0,930882,15,1,0,0,0,0,0,Sold
171734532,1,16,0,8,8,40490,0,647,0,647,1,1,0,1,16,8,0,647,647,0,0,559,Active
171734844,1,16,0,29,29,3196,0,647,0,3,1,1,0,1,29,31,1,3,3,0,0,370,Sold
171735349,1,15,454,2214,1760,20875,0,648,0,2,1,1,1,0,2215,2214,1,1,1,0,1,371,Sold
171735470,1,16,0,4059,4059,930852,0,647,0,647,0,1,0,1,930852,4059,0,647,647,0,3,445,Active
171738112,1,16,0,-1,-1,0,-665,-665,1,3,1,1,0,1,9824,9822,2,0,3,0,4,612,Sold
171740726,1,16,0,0,0,0,-161,647,5,1,0,1,0,0,930803,370,2,0,1,0,1,47,Sold
171740740,1,16,0,930803,930803,0,0,647,0,7,0,0,0,0,930803,930803,0,647,647,0,0,0,Sold
171741047,1,16,0,2,2,3,0,647,0,2,1,1,0,1,20,2,1,1,1,0,0,549,Sold
171742381,1,16,0,3,3,131287,0,647,0,92,1,1,0,1,4,3,1,92,92,1,0,95,Sold
171742527,1,16,0,2,2,46,0,647,0,647,1,1,1,0,8,2,0,647,647,0,0,582,Active
171743743,1,16,0,4031,4031,0,-2,647,1,-2,0,1,0,1,930776,4031,0,647,647,0,0,45,Sold
171744004,1,16,0,1615,1615,0,-2,647,1,-1,1,1,0,1,4082,1615,0,647,647,0,0,49,Sold
171744184,1,16,0,930772,930772,0,-6,647,2,-2,0,0,0,0,930772,930772,0,647,647,0,0,0,Sold
171744444,1,16,0,1,1,95318,15,647,1,47,1,1,1,1,1,8446,1,15,15,1,0,597,Sold
171744960,1,16,0,930765,930765,0,-2,647,1,-1,0,0,0,1,930765,930765,0,647,647,0,0,2,Sold
171748355,1,16,0,42,42,51714,36,647,1,36,1,1,0,1,43,42,1,36,36,0,0,42,Sold
171748472,1,16,0,930735,930735,930735,0,647,0,0,0,0,0,0,930735,930735,0,647,647,0,0,0,Sold
171748742,1,16,0,930732,930732,0,0,647,0,0,0,0,0,0,930732,930732,0,647,647,0,0,0,Sold
171748771,1,16,0,46,46,191,0,647,0,1,1,1,0,1,46,88,1,1,1,0,0,521,Sold
171748838,1,16,0,930731,930731,930731,0,647,0,0,0,0,0,0,930731,930731,0,647,647,0,0,0,Sold
171750723,1,16,0,7,7,48,1,647,1,1,1,1,0,0,7,48,0,647,647,0,0,33,Sold
171751424,1,16,0,3,3,0,0,647,0,0,0,1,0,1,930707,1115,1,0,0,0,1,400,Sold
171751668,1,16,0,9,9,930705,0,647,0,647,1,1,0,1,10,9,0,647,647,1,0,566,Active
171752217,1,16,0,5,5,930700,0,647,0,647,1,1,0,0,6,5,0,647,647,0,0,615,Active
171752226,1,16,0,31,31,95018,0,647,0,60,1,1,1,1,141,31,1,16,16,0,0,623,Sold
171752900,1,16,0,17,17,66,0,647,0,647,1,1,0,1,19,17,0,647,647,0,0,302,Active
171755978,1,16,0,4,4,56,1,647,1,1,1,0,1,1,4,930666,1,1,1,0,0,479,Sold
171758424,1,16,0,8,8,8,1,1,1,1,0,1,0,1,930642,8,3,1,3,0,0,459,Sold
171769115,1,16,894,8,-886,820,1,647,1,1,1,0,1,0,8,930595,1,1,1,0,0,1,Sold
171769749,1,16,0,1275,1275,1276,0,647,1,1,0,1,0,1,930589,1275,1,1,1,0,1,4,Sold
171770504,1,16,0,5,5,930580,0,647,0,647,1,0,0,1,5,930580,0,647,647,0,0,639,Active
171771253,1,16,0,34,34,4350,0,647,0,1,1,1,0,0,34,40,1,1,1,0,1,52,Sold
171771764,1,16,0,6,6,930565,0,647,0,647,1,0,0,1,6,930565,0,647,647,0,0,566,Active
171772520,1,16,0,5,5,28701,1,1,1,1,1,1,1,1,5,13,1,1,1,0,0,152,Sold
171772751,1,16,0,11,11,16310,14,647,1,647,1,1,1,1,18,11,0,647,647,2,0,388,Active
171775760,1,17,0,22,22,14406,0,646,0,9,1,1,1,1,22,31,0,646,646,0,0,10,Sold
171776858,1,17,0,930514,930514,0,0,646,0,-1,0,0,0,0,930514,930514,0,646,646,0,0,0,Sold
171778168,1,17,802,930503,929701,930503,0,646,0,646,0,0,0,0,930503,930503,0,646,646,0,0,0,Active
171778708,1,17,0,2,2,14571,0,646,0,53,1,1,0,1,2,3,0,646,646,0,0,30,Sold
171782401,1,17,0,926,926,0,0,646,2,0,0,1,0,0,930453,5706,1,0,0,0,4,30,Sold
171782698,1,17,746,751,5,4320,0,646,0,646,1,1,1,1,752,751,0,646,646,1,0,565,Active
171786476,1,17,736,3,-733,882,0,0,1,646,1,1,0,1,3,871,1,0,0,0,0,630,Active
171792787,1,17,0,13,13,1078,0,646,1,646,1,1,1,1,3866,13,1,0,0,0,0,619,Active
171809298,1,17,700,930401,929701,930401,0,646,0,646,0,0,0,0,930401,930401,0,646,646,0,0,0,Active
171815277,1,17,719,4,-715,756,4,646,2,6,1,1,0,1,4,755,1,5,5,0,0,371,Sold
171819253,1,17,644,648,4,930345,0,646,0,646,1,1,1,1,648,773,0,646,646,0,0,639,Active
171835725,1,17,0,930322,930322,0,0,646,0,-1,0,0,0,0,930322,930322,0,646,646,0,0,0,Sold
171909083,1,17,492,497,5,537600,7,7,1,7,1,1,1,1,531,497,2,2,7,0,0,373,Sold
171910124,1,17,514,464,-50,13651,10,646,1,11,1,1,0,1,262735,464,1,11,11,0,0,608,Sold
171913381,1,17,370,420,50,32801,3,3,1,3,1,1,1,1,422,420,1,3,3,0,0,368,Sold
171914694,1,17,430,356,-74,653,0,646,1,0,1,1,1,1,356,443,1,1,1,0,0,1,Sold
171916621,1,17,325,323,-2,97492,0,646,0,66,1,1,1,1,341,323,1,61,61,0,0,80,Sold
171918772,1,17,112,2,-110,2940,0,646,0,646,1,1,0,1,2,116,0,646,646,0,0,640,Active
171919545,1,17,29,2,-27,7245,2,646,1,646,1,1,1,1,2,62,0,646,646,0,0,539,Active
171920391,1,17,6,11,5,929707,0,646,0,646,1,1,1,1,11,209,0,646,646,0,0,639,Active
171921867,1,17,0,3,3,6193,0,0,1,0,1,1,0,1,7,3,0,646,646,0,0,540,Sold
171923003,1,17,0,5,5,10131,9,646,2,4,1,1,1,1,5,362,1,5,5,0,0,369,Sold
171924743,1,17,11,56,45,92,0,646,0,3,1,1,1,1,65,56,1,0,0,0,0,368,Sold
171925468,1,17,0,929644,929644,929644,0,646,0,646,0,0,0,0,929644,929644,0,646,646,0,0,0,Active
171925565,1,17,1,929642,929641,-123299,0,646,0,-85,0,0,0,0,929642,929642,0,646,646,0,0,0,Sold
171925831,1,17,0,0,0,14904,-731,-731,2,10,1,1,1,1,16108,0,2,4,10,0,0,198,Sold
171926345,1,17,0,30,30,4442,0,646,0,7,0,1,0,0,929634,30,1,2,2,0,0,107,Sold
171929087,1,17,0,929601,929601,929601,0,646,0,646,0,0,0,0,929601,929601,0,646,646,0,0,0,Active
171929110,1,17,0,6,6,10078,0,646,0,646,1,1,0,1,13,6,0,646,646,0,0,614,Active
171929593,1,17,0,198,198,-945,0,646,2,0,0,1,0,0,929596,198,0,646,646,0,0,52,Sold
171930100,1,17,0,19,19,104170,0,646,0,70,1,1,0,1,19,23,1,70,70,0,0,121,Sold
171932549,1,17,0,47,47,1719,7,12,2,7,1,1,1,1,53,47,2,7,12,0,0,377,Sold
171934328,1,17,0,5,5,10769,0,646,3,2,1,1,1,1,7436,5,2,0,3,0,0,368,Sold
171934693,1,17,0,929548,929548,929548,0,646,0,646,0,0,0,0,929548,929548,0,646,646,0,0,0,Active
171937687,1,17,0,4,4,3254,0,646,0,1,0,1,0,1,929520,4,1,0,0,0,0,640,Sold
171937768,1,17,0,3177,3177,7619,6,646,1,6,1,0,0,0,3177,929520,1,6,6,0,2,2,Sold
171937812,1,17,0,21,21,17757,0,646,0,28,1,1,0,0,34,21,1,28,28,0,0,21,Sold
171939826,1,17,0,6,6,-1038,0,646,0,0,1,0,0,1,6,929503,1,0,0,0,0,547,Sold
171943150,1,17,0,929480,929480,929480,0,646,0,646,0,0,0,0,929480,929480,0,646,646,0,0,0,Active
171944409,1,17,0,3,3,4,0,646,0,646,1,1,0,0,6,3,0,646,646,0,0,328,Active
171945757,1,17,0,4,4,0,14,646,1,15,1,0,0,1,4,929463,1,14,14,0,0,15,Sold
171946970,1,17,0,66,66,19129,12,646,1,12,1,1,1,1,66,66,1,12,12,0,0,15,Sold
171950766,1,17,0,5,5,4240,0,646,0,646,0,1,0,0,929430,5,0,646,646,0,0,387,Active
171951784,1,17,0,15,15,86432,4,646,2,14,1,1,1,1,15,6076,1,14,14,0,0,379,Sold
171953273,1,17,0,5,5,6,300,301,2,646,1,1,0,0,200,5,0,646,646,0,0,375,Active
171953276,1,17,0,5,5,5,0,646,0,646,1,1,0,0,9,5,0,646,646,0,0,369,Active
171954287,1,17,0,2,2,6066,0,646,1,0,1,1,0,1,4,2,1,0,0,0,0,559,Sold
171954569,1,17,1324,1357,33,26115,0,646,0,18,1,1,1,1,1359,1357,0,646,646,0,0,18,Sold
171954959,1,17,0,-1,-1,0,0,646,0,5,0,0,0,1,929402,929402,2,0,5,0,1,5,Sold
171956329,1,17,0,929392,929392,929392,0,646,0,646,0,0,0,0,929392,929392,0,646,646,0,0,0,Active
171956772,1,17,2568,929389,926821,929389,0,646,0,646,0,0,0,0,929389,929389,0,646,646,0,0,0,Active
171958523,1,17,0,42,42,929375,0,646,0,646,1,1,1,1,2993,42,0,646,646,0,0,639,Active
171959377,1,17,0,29,29,47225,0,646,0,14,1,1,1,1,29,70,1,14,14,0,0,110,Sold
171960353,1,17,0,4,4,5,0,646,1,1,0,1,0,1,929362,4,1,0,0,0,0,1,Sold
171961479,1,17,0,24,24,251923,53,646,4,183,1,1,1,1,24,63,4,53,182,0,0,637,Sold
171961811,1,17,0,11,11,16998,0,646,0,646,1,1,0,0,12,11,0,646,646,0,0,633,Active
171963175,1,17,0,7,7,15595,9,646,1,9,1,1,1,1,7,33323,1,7,7,0,0,23,Sold
171963656,1,17,0,259733,259733,0,0,646,0,0,0,0,0,1,929337,929337,0,646,646,0,90,547,Sold
171964023,1,17,0,32,32,32,0,646,1,1,1,1,0,1,32,32,1,0,0,0,0,63,Sold
171965468,1,17,1242,1229,-13,5597,11,11,2,12,1,1,0,1,1229,1412,1,11,11,0,1,193,Sold
171967725,1,17,0,10,10,10,2,646,2,646,1,1,0,1,19,10,0,646,646,0,0,509,Active
171968818,1,17,0,21,21,81,0,646,0,2,1,1,0,1,21,80,1,2,2,0,0,2,Sold
171968930,1,17,0,6,6,65,21,21,2,646,1,1,0,1,6,64,1,21,21,0,0,494,Active
171970856,1,17,0,2,2,2,72,646,2,646,1,1,0,1,10,2,1,73,73,0,0,602,Active
171971481,1,17,0,1,1,1,0,646,0,0,1,1,0,0,8196,5276,1,0,0,0,4,48,Sold
171975593,1,17,1103,929244,928141,0,0,646,0,0,0,0,0,1,929244,929244,0,646,646,0,97,574,Sold
171978166,1,17,2403,44,-2359,929224,0,646,0,646,1,0,1,1,44,929224,0,646,646,0,0,365,Active
171983661,1,17,0,6,6,5486,0,646,0,646,1,1,1,1,6,7178,0,646,646,4,0,614,Active
171985902,1,17,0,26,26,0,0,646,0,0,1,0,0,1,26,929153,0,646,646,0,0,100,Sold
171986273,1,17,2388,3,-2385,4058,0,646,0,3,1,1,0,1,3,4058,1,3,3,0,0,370,Sold
171987552,1,17,2374,2452,78,230402,42,646,1,646,1,1,1,1,2470,2452,1,42,42,0,2,432,Active
171988671,1,17,2271,3,-2268,929122,0,646,0,646,1,1,0,1,3,2343,0,646,646,0,0,374,Active
171988976,1,17,1037,929118,928081,929118,0,646,0,646,0,0,0,0,929118,929118,0,646,646,0,0,0,Active
171991237,1,18,0,6,6,12568,76,76,1,76,1,1,0,1,6,6,1,76,76,0,0,625,Sold
171991463,1,18,2204,813,-1391,929085,0,645,0,645,1,1,0,1,891,813,0,645,645,0,0,640,Active
171992952,1,18,0,5330,5330,0,0,645,0,-1,0,1,0,0,929064,5330,0,645,645,0,3,5,Sold
171996022,1,18,870,880,10,32956,0,645,0,645,1,1,1,1,880,904,1,1,1,0,0,299,Active
171997350,1,18,904,31,-873,928985,0,645,0,645,1,0,0,1,31,928985,0,645,645,0,0,612,Active
171997463,1,18,0,42,42,6876,0,645,0,23,1,1,1,1,42,42,1,23,23,0,0,90,Sold
171998422,1,18,2203,1,-2202,25783,0,645,0,17,1,1,0,1,1,2293,2,13,17,0,0,564,Sold
171999179,1,18,2158,1097,-1061,448692,0,645,0,645,1,1,1,1,1097,2622,0,645,645,0,0,575,Active
171999593,1,18,2179,2151,-28,2722,0,645,0,2,1,1,1,1,2151,2243,1,1,1,0,1,367,Sold
171999658,1,18,858,764,-94,5218,0,645,0,0,1,1,0,1,764,5218,0,645,645,0,0,370,Sold
171999688,1,18,2177,2245,68,2825,39,100,2,101,1,1,1,1,2246,2245,2,39,101,0,1,467,Sold
172000481,1,18,2130,928921,926791,928921,0,645,0,645,0,0,0,0,928921,928921,0,645,645,0,0,0,Active
172002377,1,18,2116,2079,-37,2080,0,645,0,645,1,1,0,1,2080,2079,0,645,645,0,0,605,Active
172002687,1,18,0,3820,3820,0,0,645,0,-1,0,1,0,0,928869,3820,0,645,645,0,2,2,Sold
172003455,1,18,2089,2050,-39,92956,0,645,0,645,1,1,1,1,2051,2050,1,62,62,0,1,619,Active
172005564,1,18,1969,2006,37,75652,111,645,1,113,1,1,1,1,2007,2006,0,645,645,0,1,88,Sold
172007723,1,18,1930,2018,88,5518,-29,645,2,4,1,0,1,1,2018,928721,1,3,3,0,1,4,Sold
172009424,1,18,625,501,-124,6461,26,645,1,26,1,1,0,1,501,636,1,26,26,0,0,21,Sold
172011065,1,18,489,928570,928081,928570,0,645,0,645,0,0,0,0,928570,928570,0,645,645,0,0,0,Active
172015415,1,18,1519,1570,51,26609,20,19,1,19,1,1,0,1,1571,1570,0,645,645,0,0,93,Sold
172015984,1,18,174,185,11,232,0,645,1,0,1,1,0,1,185,1739,1,0,0,0,0,1,Sold
172016293,1,18,1482,1503,21,928303,0,645,0,645,1,1,0,1,1504,1503,0,645,645,0,1,564,Active
172017632,1,18,117,4,-113,43193,0,645,0,5,1,1,0,1,4,119,0,645,645,0,0,141,Sold
172018481,1,18,153,105,-48,131,106,645,1,0,1,1,0,1,105,153082,1,0,0,0,0,181,Sold
172019357,1,18,1449,928210,926761,928210,0,645,0,645,0,0,0,0,928210,928210,0,645,645,0,0,0,Active
172019453,1,18,67,78,11,1479,1,645,1,1,1,1,0,1,78,121,1,1,1,0,0,95,Sold
172020263,1,18,1368,1387,19,33131,17,645,1,17,1,0,1,1,1387,928189,1,17,17,0,0,23,Sold
172020435,1,18,1423,1465,42,1468,1,1,1,1,1,1,0,1,1465,1465,1,1,1,0,0,61,Sold
172020553,1,18,1330,1,-1329,53058,264,645,1,645,1,1,1,1,1,1503,0,645,645,0,0,324,Active
172021370,1,18,1309,2,-1307,1873,2,645,3,645,1,1,0,1,2,1338,0,645,645,0,0,416,Active
172021607,1,18,1303,4,-1299,1330,0,645,0,645,1,1,0,0,4,1330,0,645,645,0,0,610,Active
172021646,1,18,1302,1274,-28,928153,0,645,0,645,1,1,0,1,1403,1274,0,645,645,0,1,465,Active
172021946,1,18,1325,1337,12,1462,0,645,0,2,1,1,0,1,1337,2889,0,645,645,0,1,367,Sold
172022975,1,18,1305,1306,1,928126,0,645,0,645,1,1,0,1,1306,1435,0,645,645,0,0,639,Active
172026135,1,18,1285,928106,926821,928106,0,645,0,645,0,0,0,0,928106,928106,0,645,645,0,0,0,Active
172026991,1,18,1280,1300,20,928101,0,645,0,645,1,1,0,1,1300,1383,0,645,645,0,1,639,Active
172029569,1,18,8,184,176,39308,0,645,0,28,1,0,0,1,184,928089,0,645,645,0,0,0,Sold
172030994,1,18,1201,2,-1199,928082,0,645,0,645,1,1,0,1,7,2,0,645,645,0,0,629,Active
172035972,1,18,0,28,28,-1040,0,645,0,0,0,1,0,0,928061,28,1,0,0,0,0,0,Sold
172039592,1,18,1194,2,-1192,2156,1,1,1,645,1,1,1,1,2,1282,1,1,1,0,0,607,Active
172039908,1,18,0,39,39,214,0,645,0,0,1,1,1,0,39,39,1,0,0,0,0,1,Sold
172040299,1,18,1180,1199,19,11676,0,645,0,645,1,1,1,1,1199,1217,0,645,645,0,1,383,Active
172042462,1,18,1142,4,-1138,927993,0,645,0,645,1,1,0,1,4,1168,0,645,645,0,0,638,Active
172042616,1,18,1170,283,-887,2818,2,645,1,645,1,1,1,0,283,1189,0,645,645,4,0,633,Active
172042684,1,18,1139,1,-1138,14341,6,645,1,6,1,1,1,1,1,34664,1,6,6,0,0,553,Sold
172043088,1,18,1161,1837,676,5789,0,645,0,6,1,1,1,1,1837,21796,1,6,6,0,0,124,Sold
172044274,1,18,0,0,0,9,3,645,1,5,1,1,0,1,0,2,2,2,5,0,0,5,Sold
172044812,1,18,0,13,13,119843,-1072,645,2,6,1,1,1,1,32,13,1,6,6,0,0,554,Sold
172047029,1,18,0,178,178,-1184,0,645,0,0,1,1,0,1,394572,1432,1,0,0,0,1,491,Sold
172047413,1,18,1060,3,-1057,2066,1,645,1,645,1,1,1,1,3,1084,1,1,1,0,0,598,Active
172047569,1,18,0,26,26,523996,0,645,0,645,1,1,0,1,26,4512,0,645,645,1,0,566,Active
172048325,1,18,1075,20,-1055,48,-793,645,3,1,1,1,1,1,23,20,0,645,645,0,0,183,Sold
172049395,1,18,1057,1083,26,24283,20,20,2,25,1,1,0,1,1083,1199,1,20,20,0,1,391,Sold
172049574,1,18,0,927875,927875,927875,0,645,0,645,0,0,0,0,927875,927875,0,645,645,0,0,0,Active
172050054,1,18,1016,7,-1009,18504,0,645,0,645,1,1,0,1,7,1133,0,645,645,0,0,619,Active
172054224,1,18,1040,1020,-20,42715,0,645,0,27,1,0,1,1,1020,927801,1,27,27,0,1,300,Sold
172055757,1,18,958,70,-888,927779,0,645,0,645,1,1,0,1,70,982,0,645,645,0,0,590,Active
172056999,1,18,937,946,9,927758,0,645,0,645,1,1,1,1,1085,946,0,645,645,0,0,639,Active
172057220,1,18,0,0,0,12,-229,645,5,84,1,1,0,1,126353,0,2,1,84,0,0,237,Sold
172058037,1,18,980,1042,62,26125,20,645,1,20,1,1,1,1,1042,1042,1,20,20,0,0,80,Sold
172058059,1,18,0,9,9,3019,1,1,1,1,1,1,1,1,9,21,1,1,1,0,0,92,Sold
172063893,1,19,869,915,46,1066,0,644,0,11,0,1,0,0,927630,915,1,9,9,0,0,40,Sold
172064359,1,19,861,1013,152,1040,5,5,1,5,1,1,1,1,1013,6693,1,5,5,0,0,208,Sold
172065940,1,19,742,55,-687,588837,35,35,2,36,1,1,1,1,55,814,2,35,39,1,0,408,Sold
172066728,1,19,757,835,78,6685,0,644,0,4,1,1,1,1,835,10850,1,4,4,0,0,551,Sold
172066984,1,19,812,810,-2,98805,5,5,4,61,1,1,1,1,851,810,3,5,61,0,0,427,Sold
172066987,1,19,812,826,14,8242,1,1,1,0,1,1,1,1,848,826,1,1,1,0,0,366,Sold
172067002,1,19,752,1228,476,1228,0,644,0,644,1,1,0,1,1228,1228,0,644,644,0,0,420,Active
172067294,1,19,777,803,26,11176,0,644,0,644,1,1,0,0,803,2366,0,644,644,0,0,603,Active
172068049,1,19,734,212,-522,1312,2,2,1,2,1,1,0,1,212,765,1,2,2,0,0,93,Sold
172068739,1,19,750,952,202,952,0,644,0,3,0,1,0,1,927541,952,1,0,0,0,0,183,Sold
172070470,1,19,0,0,0,2,0,644,0,0,1,1,0,1,0,2,1,0,0,0,0,3,Sold
172073922,1,19,612,85,-527,657,1,1,2,3,1,1,0,1,85,657,2,1,4,0,0,155,Sold
172076132,1,19,620,3,-617,5685,1,0,1,1,1,1,1,1,3,780,1,1,1,0,0,548,Sold
172078382,1,19,592,605,13,606,5,5,1,644,1,1,0,1,626,605,0,644,644,0,0,539,Active
172079503,1,19,556,2,-554,920,0,644,0,11,1,1,0,0,2,920,1,10,10,0,0,0,Sold
172080325,1,19,471,475,4,42590,0,644,0,24,1,1,0,1,475,42590,0,644,644,0,0,391,Sold
